,water (rigid),water (flexible),water diff (ahr - bbr),dE (rigid),dE (flexible),dE diff (ahr - bbr),dEsw (rigid),dEsw (flexible),dEsw diff (ahr - bbr),dEww (rigid),dEww (flexible),dEww diff (ahr - bbr),E/water (rigid),E/water (flexible),E/water diff (ahr - bbr),Esw/water (rigid),Esw/water (flexible),Esw/water diff (ahr - bbr),Eww/water (rigid),Eww/water (flexible),Eww/water diff (ahr - bbr),Nsw (rigid),Nsw (flexible),Nsw diff (ahr - bbr),Nww (rigid),Nww (flexible),Nww diff (ahr - bbr),Nsw/water (rigid),Nsw/water (flexible),Nsw/water diff (ahr - bbr),Nww/water (rigid),Nww/water (flexible),Nww/water diff (ahr - bbr),dTStot (rigid),dTStot (flexible),dTStot diff (ahr - bbr),dTStrans (rigid),dTStrans (flexible),dTStrans diff (ahr - bbr),dTSorient (rigid),dTSorient (flexible),dTSorient diff (ahr - bbr),dTS/water (rigid),dTS/water (flexible),dTS/water diff (ahr - bbr),dTStrans/water (rigid),dTStrans/water (flexible),dTStrans/water diff (ahr - bbr),dTSorient/water (rigid),dTSorient/water (flexible),dTSorient/water diff (ahr - bbr),dA (rigid),dA (flexible),dA diff (ahr - bbr),A/water (rigid),A/water (flexible),A/water diff (ahr - bbr)
dTStrans (flexible),-0.2162754150189324,-0.2137803418979541,-0.059306963668417,0.2518834939323814,0.4702137581755464,-0.5522691123089779,0.8126128642505089,0.8225927042455691,-0.3757434297456604,-0.8500782618665461,-0.851824613729594,0.1656354763767016,0.322505589476089,0.4275833487427614,-0.1471825448969989,0.2439551782603298,0.24714697346199,-0.1579654763651273,-0.1198448154109205,-0.1359001952488319,0.0928693998219196,-0.8128047788975982,-0.8517295754603066,0.2895681891542948,-0.1544454047732709,-0.1580282029863763,0.0364245543456329,-0.1782244198336023,-0.1410983359335909,-0.0824144872419547,0.0081320623566318,-0.0363934777224065,0.2216577241941392,0.896750987385779,0.98637575972347,0.27819049000656,0.906060276597093,1.0,0.4055197105517245,0.8836671298290399,0.9665286678564216,0.1322736987407936,0.1122624717517793,0.1149901497528219,0.0371463830384137,0.1333226115243135,0.1305330345087472,0.1039143487682683,0.0960375627850697,0.1057152294201859,-0.0560532047444458,-0.7614668611293284,-0.4951702294659095,-0.5501717070820866,0.0945815085886069,0.1574345702557977,-0.1337139188141307
dTStrans diff (ahr - bbr),-0.684313956626358,-0.6612011221630406,-0.4206052251371843,0.6162308408761967,0.6744701327738456,-0.2214549078711319,0.758583806854651,0.7396416446896917,-0.2287602420747228,-0.6982526606717443,-0.7025093947384582,0.146669974852219,0.6728878243853924,0.6252316860653944,0.2708979430777919,-0.2843352703021571,-0.2650152833616671,0.0838829064118667,0.4428683272256611,0.4207430070211222,0.0624759580071999,-0.7690350512387786,-0.717781031982594,-0.09409879717157,-0.6545010500597384,-0.6364623756766473,-0.3399732989409365,0.2913478956318601,0.3582760161920173,-0.4146028860224738,-0.523556344958382,-0.5673272628162664,0.0537478347564872,0.7564929668606609,0.4807811583592669,0.9693562660290213,0.7542196794676219,0.4055197105517245,1.0,0.7539810185508065,0.5168212791026568,0.8878447417153743,-0.4441343289435593,-0.5266080357204838,0.223647461308817,-0.3991651341959933,-0.5181842154919813,0.081086402157652,-0.4734806799242736,-0.5320444048249245,0.3461245423126587,-0.305345313903786,0.2021056517278526,-0.8301443902204991,0.6293105454285591,0.7210156887987429,0.121623394907945
dTSorient (rigid),-0.5361578314866113,-0.5251687315595145,-0.2205527131548498,0.4888489399635647,0.6447078376495936,-0.4359766158307898,0.9511412730515312,0.9507863421429116,-0.3878340882539264,-0.9464709653564574,-0.9590695099144664,0.2244954169780161,0.5525010145460705,0.5673977212678049,0.1054461877612989,-0.0441838613681474,-0.036303277404025,-0.0081496840790783,0.1983107912345233,0.1798891029413331,0.0704013176413421,-0.9381372001401196,-0.9501061572494394,0.1965007159768883,-0.48073722209427,-0.4746946638990877,-0.142473234906885,0.1022142359353197,0.159535304465557,-0.2911672955388113,-0.3166577123976377,-0.3668202399328049,0.1487623999847085,0.9972382636030416,0.9276078728958972,0.6633997035610392,0.9838040900779916,0.8836671298290399,0.7539810185508065,1.0,0.9417607180740054,0.5323427879426411,-0.212274986084873,-0.2435675635852685,0.063808562022435,-0.1892339737304398,-0.2378076761180889,0.0149607267992901,-0.2276962920450164,-0.2466330856746525,0.105150631745377,-0.6725498765892577,-0.2639844715078711,-0.7496639793020068,0.4196742232258423,0.4887786391492,0.0566131215105284
dTSorient (flexible),-0.3724165491234627,-0.3729603818709527,-0.0280153807977533,0.2944918224785544,0.4925626561946251,-0.5099319707855108,0.875072347899167,0.8902481011218093,-0.423744456836376,-0.909603572552242,-0.9259969527879351,0.2318719013530254,0.3591473558980073,0.4202456717078701,-0.0427263011904545,0.1047364237547292,0.1042239914277964,-0.0595895647988102,0.0123442163531256,0.0035769802566443,0.0423465999775422,-0.8617788082589979,-0.895054332513708,0.2736101670140878,-0.3116435508318911,-0.3170440527410301,0.0462842220360033,-0.0385176456126213,0.0156386381550543,-0.2162557381305565,-0.1186692022443797,-0.1720289768045069,0.2256005949932716,0.9424937428756048,0.9953517949586445,0.3788270169416793,0.933541170659711,0.9665286678564216,0.5168212791026568,0.9417607180740054,1.0,0.2166656314337657,-0.0306619324007379,-0.0343359674843439,0.0041122750532643,-0.0174792639781268,-0.0353842770632631,0.043256447322765,-0.0402477025982072,-0.0333870315025456,-0.0495638093366929,-0.7754669344566429,-0.4816800006640758,-0.5946581645599458,0.2044604229851872,0.2588278689667119,-0.0365336508039367
dTSorient diff (ahr - bbr),-0.6190045090637639,-0.5857340023948083,-0.5697460442800151,0.677828874850484,0.6316909227190324,0.0179907912106126,0.5583788355615452,0.5191483581309027,-0.0592127215560227,-0.4578936805754091,-0.4532024068873373,0.0680336386168302,0.6998556415568138,0.5893015314044516,0.4136642310918196,-0.3919188404712155,-0.3677496739377224,0.1263381102168094,0.5446299687775952,0.513219667812908,0.0977845665275305,-0.5540953176163416,-0.505076768232299,-0.1183110425965683,-0.6111004226699012,-0.5799643231659397,-0.5301113827541788,0.3936875326975458,0.4237656017511755,-0.3008889125245336,-0.6205428177018922,-0.6318450085593879,-0.136036245033875,0.522480226537047,0.1872798126608567,0.9722553033987388,0.5060169289935995,0.1322736987407936,0.8878447417153743,0.5323427879426411,0.2166656314337657,1.0,-0.5390554327770724,-0.6206510863302891,0.1748915743118031,-0.5053506200065911,-0.6012909919742732,-0.065452105764705,-0.5596942263896812,-0.6319391519715549,0.4300254557699335,-0.0003489306459616,0.4461855994155248,-0.679374174930651,0.7036439607849636,0.7673998700607629,0.2563102394696646
dTS/water (rigid),0.8365045805862426,0.8333772216517736,0.1295013848343925,-0.4966310530698181,-0.3479885986697065,-0.2857822470940736,-0.2816391497882598,-0.2672621089841437,0.0532242932671429,0.1922567784891401,0.2275711959469067,-0.1688165465347802,-0.5022010844728776,-0.2117907998600024,-0.754078285635202,0.951198278727736,0.93715621910085,-0.5008978021620039,-0.9759802435572624,-0.980516678381395,0.1273170776422288,0.1842523967675763,0.1847109154885741,-0.0306822601333257,0.8589384955309161,0.8496131577654606,0.2326747009497764,-0.9455286537691447,-0.9604517582374656,0.4759981811611296,0.9627436004149456,0.963578360224952,0.2952060523830102,-0.1772939375564509,0.0244635318555135,-0.5139701522682345,-0.1249554171791278,0.1122624717517793,-0.4441343289435593,-0.212274986084873,-0.0306619324007379,-0.5390554327770724,1.0,0.9867907265920208,0.5338802513697263,0.995412171749676,0.979853750991568,0.7551741436009881,0.9976349051198928,0.9860082755736852,0.1650511017095313,-0.2224432795000596,-0.3704653922158479,0.1828112148267198,-0.8953857841738828,-0.8153376158601353,-0.8262525825075611
dTS/water (flexible),0.8386281393632193,0.836201657821794,0.1189776929153712,-0.5296106787281333,-0.3733653719687648,-0.2993751405610863,-0.311654633243373,-0.2966871682092981,0.0629626311385351,0.2177352644339993,0.255885812398044,-0.1842526393954407,-0.5333859853494773,-0.2400980658170255,-0.7681455552627843,0.9276357148244612,0.921728356110957,-0.5224132774200763,-0.964414864606136,-0.972442917103176,0.143489647196161,0.2316320696152572,0.2234030232743708,-0.0017793096968838,0.8588996803607939,0.8503583278456422,0.2210051179981768,-0.9136035318268784,-0.9447426765027996,0.5316248563593273,0.9572277799813794,0.9639481271047724,0.264182206611504,-0.2106824608737685,0.023007519299527,-0.598082793537536,-0.1611753334765287,0.1149901497528219,-0.5266080357204838,-0.2435675635852685,-0.0343359674843439,-0.6206510863302891,0.9867907265920208,1.0,0.3898483493935443,0.978894520969496,0.9951364439937516,0.6460602024868046,0.9866694390731404,0.998260685983802,0.0100338189940079,-0.2137928245258526,-0.3943165210467349,0.2339028242159391,-0.9030329624440722,-0.8404681244660513,-0.7769176427388504
dTS/water diff (ahr - bbr),0.378124811982997,0.3729960069025614,0.1154198248006975,-0.0586658366090692,-0.0294795815544368,-0.0613662404562136,0.0246822513748355,0.0285769682363652,-0.0269186813005262,-0.0424052993690088,-0.0411361229965523,0.0031603960450613,-0.0705732775301524,0.049247249237462,-0.2767432918401307,0.564864639192117,0.5160744879454214,-0.1212291221930427,-0.5137708098668466,-0.4978599346605452,-0.0242373457324746,-0.1607103253436295,-0.1152554680426833,-0.1648375756022859,0.3997635030227033,0.3913333121029255,0.1691482628111825,-0.6060662801888376,-0.5284154800300344,-0.0688939568134966,0.4762197513526781,0.4459370138919329,0.2988837433578829,0.0910536236861469,0.018158165511816,0.1997124629237366,0.1302179742714168,0.0371463830384137,0.223647461308817,0.063808562022435,0.0041122750532643,0.1748915743118031,0.5338802513697263,0.3898483493935443,1.0,0.5490041695926898,0.3757752663771898,0.9206633401118494,0.5210729055035412,0.3944957704267299,0.8857536085302021,-0.1476373055237784,-0.04709584823301,-0.1810733267243184,-0.376305195759761,-0.2479294714347447,-0.6413116704687244
dTStrans/water (rigid),0.8133716024611211,0.8120797728704066,0.0991446025848606,-0.462607131061419,-0.3026185494055419,-0.3173091291782413,-0.2529395668889047,-0.2398509660185124,0.0470381501307018,0.1685181986208773,0.2066698457916086,-0.1750473778513081,-0.4645493014972275,-0.1625587948216952,-0.76977796074951,0.9557529137958286,0.9456669332020566,-0.5208179228186238,-0.9690731453312076,-0.976439428484294,0.1406591969380009,0.1493413268560702,0.1548711105330154,-0.0464240918922285,0.8371008679819664,0.828816617300811,0.2147951972209025,-0.9552963596154336,-0.9677421089258136,0.4695752260696248,0.9537701786900894,0.9520059882094132,0.3053566251979945,-0.1488737313619533,0.0408696097135065,-0.4740896226464812,-0.089010191820747,0.1333226115243135,-0.3991651341959933,-0.1892339737304398,-0.0174792639781268,-0.5053506200065911,0.995412171749676,0.978894520969496,0.5490041695926898,1.0,0.9785850527628898,0.7762670924844315,0.9864951771858428,0.9739648758034516,0.1699833390074063,-0.2248383123955856,-0.3413053410665315,0.1343504314585553,-0.8730757635748362,-0.7822784639237729,-0.8451978410321511
dTStrans/water (flexible),0.8272957586103915,0.8268015211610826,0.0882905586683625,-0.4952903492628531,-0.3348485957485184,-0.313970249375644,-0.298216216114999,-0.2857713331675163,0.0683519615888815,0.2112185643581084,0.2527149155093752,-0.1956192662224578,-0.5028707551146807,-0.2036597694908725,-0.7733935091860007,0.9273591588328242,0.924630396470148,-0.5360944991080078,-0.955351457947352,-0.9660658922493458,0.1558941851330076,0.2168881904912682,0.2091175233120903,-0.0013942159401411,0.8472490464168545,0.8401387911733347,0.1984362168324679,-0.9177884556380836,-0.9520239173022426,0.546685416637809,0.9460840643155548,0.9529204224831368,0.2602636424243943,-0.2010929130135521,0.0278897989263936,-0.5832594035093817,-0.1461112098637849,0.1305330345087472,-0.5181842154919813,-0.2378076761180889,-0.0353842770632631,-0.6012909919742732,0.979853750991568,0.9951364439937516,0.3757752663771898,0.9785850527628898,1.0,0.6298832808719321,0.9749744857434696,0.9877984127567424,0.0008123173976465,-0.1955354073225686,-0.3607256485107761,0.2140536284861263,-0.8829018453654635,-0.8166922532073869,-0.7752029850350015
dTStrans/water diff (ahr - bbr),0.5351305943139022,0.531744889305132,0.1040565654688856,-0.2288688059662734,-0.1167558161359215,-0.2352297628347366,-0.0406731935059347,-0.0291873724878191,-0.0329369385886199,-0.0115350990438538,0.0050099864377827,-0.0600785573443164,-0.2130575289047025,0.0096643685468229,-0.5351744549609099,0.7661335131910932,0.7364994946041825,-0.3236006430300319,-0.7307523046651402,-0.7258859637147501,0.0540685928256292,-0.1010381750756116,-0.0566215698088331,-0.1698205407268722,0.5636018535544857,0.5541240042560514,0.2026510349369112,-0.7935990364316401,-0.7357733792826838,0.0977528808279311,0.7014160921400385,0.6740118965243719,0.3541936398091297,0.0547681554124832,0.0695523225560309,-0.002482583347953,0.1121851631596079,0.1039143487682683,0.081086402157652,0.0149607267992901,0.043256447322765,-0.065452105764705,0.7551741436009881,0.6460602024868046,0.9206633401118494,0.7762670924844315,0.6298832808719321,1.0,0.7365419993744822,0.6500155447534173,0.6387239257635207,-0.2503941662444612,-0.1842168283257168,-0.1483701018777197,-0.5905927861436647,-0.45102202976321,-0.8143612091991721
dTSorient/water (rigid),0.8479416286478857,0.8434924404382794,0.1508528074723508,-0.5185294909326937,-0.378802632311682,-0.2616620706707618,-0.3005430233888838,-0.2854151686848804,0.057721480985531,0.2080210931734161,0.2412197041563865,-0.1638073606320686,-0.5268948553968663,-0.2463775525013321,-0.7388035663668072,0.942785222102848,0.9257848733975628,-0.4830429415606659,-0.9757711475792068,-0.9780484368622108,0.1160481621820201,0.2082196164516469,0.2051479406164787,-0.019671744738327,0.8693237644635123,0.8592736833110464,0.2445947357189642,-0.933278592414628,-0.949731589999345,0.4772624507001255,0.9640406270078188,0.9666126145071188,0.2869585627305898,-0.1968159980618381,0.0121810120906108,-0.5392459106908196,-0.1501952293523333,0.0960375627850697,-0.4734806799242736,-0.2276962920450164,-0.0402477025982072,-0.5596942263896812,0.9976349051198928,0.9866694390731404,0.5210729055035412,0.9864951771858428,0.9749744857434696,0.7365419993744822,1.0,0.9888896592495314,0.161894480749128,-0.2195686518344567,-0.3891565539322452,0.2161667232749308,-0.906595605081608,-0.8345579808154328,-0.8086399951639509
dTSorient/water (flexible),0.842197005575813,0.8384700418058275,0.139235709136899,-0.5471243169815208,-0.3950007272041926,-0.2872265008612162,-0.3190635780159945,-0.3018094473003374,0.0561234522572488,0.221680186008425,0.2564764257948361,-0.1723728862993575,-0.54980461016593,-0.2624226748438635,-0.7594353462080535,0.922184397290573,0.914957830243955,-0.5134507779916849,-0.964400181571277,-0.9714127263645363,0.1384295959836194,0.241171968008597,0.231811008923494,0.0014622260308127,0.8624448960123455,0.8530172633702581,0.2345807925607577,-0.9052998475628558,-0.934994385487387,0.5218127994126682,0.9588341006734552,0.965858526653312,0.2631271703845353,-0.21625572162669,0.0200560221978801,-0.606459536761068,-0.170354196353062,0.1057152294201859,-0.5320444048249245,-0.2466330856746525,-0.0333870315025456,-0.6319391519715549,0.9860082755736852,0.998260685983802,0.3944957704267299,0.9739648758034516,0.9877984127567424,0.6500155447534173,0.9888896592495314,1.0,0.0134078393391174,-0.2223730198354006,-0.4129807303924831,0.2476093421123363,-0.910989453064046,-0.8517012104804623,-0.7719089345591938
dTSorient/water diff (ahr - bbr),0.1135673052568638,0.1084042167630444,0.0901233810680313,0.1430591036981969,0.0726499675192244,0.1478085634091401,0.0956112110916521,0.0825721655923823,0.0171532169616979,-0.071654703954139,-0.0790937929432489,0.0413906361629764,0.105097698667863,0.0838928865907063,0.072486642277196,0.2195984931277475,0.1530210339382282,0.1602930129746006,-0.1614244805520569,-0.1300385425318868,-0.139112467672887,-0.1994850390447154,-0.1579465050868025,-0.1424165820070365,0.1229638910321896,0.1179763849452368,0.0876572489699594,-0.2677869342017353,-0.1812469139797068,-0.254145594457189,0.1195901648790034,0.0902883340983944,0.1833672064079763,0.1111516938422295,-0.0515861783863921,0.3980266544243023,0.1199661258369829,-0.0560532047444458,0.3461245423126587,0.105150631745377,-0.0495638093366929,0.4300254557699335,0.1650511017095313,0.0100338189940079,0.8857536085302021,0.1699833390074063,0.0008123173976465,0.6387239257635207,0.161894480749128,0.0134078393391174,1.0,-0.0010268740258681,0.1227418998249109,-0.1884811642869145,-0.0509803796055201,0.0397289162840831,-0.3144100246070723
dA (rigid),0.069006994166544,0.0760931793967103,-0.1017331069435851,0.3130271483717421,0.054167068110882,0.5722008206822261,-0.5445842463365983,-0.5148747014728445,0.0946664064778013,0.6901908115130254,0.6209792112688894,0.1312038260944864,0.1903669351493798,0.0618729178819757,0.325534754816483,-0.2498591844405966,-0.2064467586971835,-0.0417007357989375,0.2732675311657365,0.2198564874228794,0.2369106458778015,0.5894093053760221,0.5653282418052515,0.0085953237983472,0.0018017475325139,0.0192249720726435,-0.2590578825928626,0.2121211541667874,0.1447842767757034,0.1968947204714799,-0.2534257454751784,-0.1828145334362099,-0.4254861719805021,-0.6817070316683417,-0.7791114598574311,-0.1502630307789201,-0.688341223115345,-0.7614668611293284,-0.305345313903786,-0.6725498765892577,-0.7754669344566429,-0.0003489306459616,-0.2224432795000596,-0.2137928245258526,-0.1476373055237784,-0.2248383123955856,-0.1955354073225686,-0.2503941662444612,-0.2195686518344567,-0.2223730198354006,-0.0010268740258681,1.0,0.8149628362082876,0.4719916398811176,0.2396770125549561,0.1855696321471466,0.322589777865073
dA (flexible),-0.2413956069950863,-0.2165566654299928,-0.4037983984208488,0.63244999338016,0.5210110329867151,0.179131172402105,-0.117211323622043,-0.0884722042398402,-0.0760971594583535,0.2898685386343865,0.2356398700793267,0.149750421336222,0.5633429957959617,0.5214217085069149,0.2308010390173873,-0.2814264345291648,-0.2082090809842117,-0.1529756849264378,0.4086628030438357,0.3382196714410398,0.3071750039504352,0.1324108721947841,0.130510591185873,-0.0127408226495185,-0.287655893003784,-0.2598832925813651,-0.444702473950492,0.2416828027081262,0.1946172583845796,0.0976250503152783,-0.4455088447446707,-0.4158803800003153,-0.2828772249402932,-0.2648825991296659,-0.4925524085665515,0.3385741915747352,-0.2621434653100749,-0.4951702294659095,0.2021056517278526,-0.2639844715078711,-0.4816800006640758,0.4461855994155248,-0.3704653922158479,-0.3943165210467349,-0.04709584823301,-0.3413053410665315,-0.3607256485107761,-0.1842168283257168,-0.3891565539322452,-0.4129807303924831,0.1227418998249109,0.8149628362082876,1.0,-0.1262449641939126,0.5259913145556869,0.5696180920146172,0.2043953654050665
dA diff (ahr - bbr),0.4853576520054634,0.459700358702177,0.4401505478340383,-0.4263031044740704,-0.6998835180023391,0.7069707548407161,-0.7538977385924116,-0.7467611590198924,0.2778106901181166,0.7404834479841604,0.7045050056618735,-0.0032187061600501,-0.5311383593605238,-0.687316865520918,0.2061282266891425,0.0004284429292527,-0.0366432677688349,0.1613345977783912,-0.1539207879840946,-0.1381850178944948,-0.0617598359121845,0.8075064179895287,0.7691754715193052,0.0340967974063319,0.440692046105717,0.4282665776608875,0.2330715491381018,-0.0045647976691563,-0.0482310529652758,0.1885273439332305,0.243938183146152,0.3197359658350888,-0.2980027034409283,-0.7639727543525507,-0.5843571859645632,-0.7722859363238501,-0.7794960194197954,-0.5501717070820866,-0.8301443902204991,-0.7496639793020068,-0.5946581645599458,-0.679374174930651,0.1828112148267198,0.2339028242159391,-0.1810733267243184,0.1343504314585553,0.2140536284861263,-0.1483701018777197,0.2161667232749308,0.2476093421123363,-0.1884811642869145,0.4719916398811176,-0.1262449641939126,1.0,-0.3899091831108385,-0.5488972451764995,0.2412566480137822
A/water (rigid),-0.8227573158090998,-0.807051563679695,-0.3207138618508835,0.801833321605497,0.6880460490895198,0.1618348879356108,0.4921970981084839,0.4947066850887701,-0.2123260768272378,-0.3525179747707048,-0.4101725210181646,0.2828411544763551,0.834729707884585,0.6036417470546019,0.7083473502187309,-0.7622888318593156,-0.7189437131862467,0.2615295213927494,0.9071128401592315,0.8641606913259604,0.1167441804326875,-0.4205644572223029,-0.4336793476134879,0.1204675186949829,-0.8358710299149571,-0.8152915704957813,-0.3976113580824899,0.7689947629849657,0.778268948770568,-0.3749456446890348,-0.9658321091583012,-0.9615808387292724,-0.3206339275609073,0.3964991884507754,0.1630364459490118,0.6940904292901822,0.3592607452324383,0.0945815085886069,0.6293105454285591,0.4196742232258423,0.2044604229851872,0.7036439607849636,-0.8953857841738828,-0.9030329624440722,-0.376305195759761,-0.8730757635748362,-0.8829018453654635,-0.5905927861436647,-0.906595605081608,-0.910989453064046,-0.0509803796055201,0.2396770125549561,0.5259913145556869,-0.3899091831108385,1.0,0.9748917994457496,0.7234876243243634
A/water (flexible),-0.8085662167094507,-0.7899879681450103,-0.3633024461458271,0.8367540795301303,0.789271959321959,-0.0002718136013926,0.5649746957944963,0.5712382478334055,-0.2583261495620975,-0.4255589961952171,-0.4749407109024678,0.2653884662556797,0.8849612976009601,0.72780558732007,0.5607285982641016,-0.6513549385908459,-0.6040453730652116,0.1786689746738879,0.8247425141902405,0.7820449916889186,0.1243065504599062,-0.5246047716683095,-0.5296296319333018,0.1029061921088648,-0.8141630711040326,-0.7938356938610227,-0.3914869528451651,0.6465480071768791,0.6668762103280449,-0.3685867551735838,-0.898418030174854,-0.9138881607415116,-0.2022999469542728,0.4733326996995894,0.221582669074784,0.7722264608938922,0.4468623801657796,0.1574345702557977,0.7210156887987429,0.4887786391492,0.2588278689667119,0.7673998700607629,-0.8153376158601353,-0.8404681244660513,-0.2479294714347447,-0.7822784639237729,-0.8166922532073869,-0.45102202976321,-0.8345579808154328,-0.8517012104804623,0.0397289162840831,0.1855696321471466,0.5696180920146172,-0.5488972451764995,0.9748917994457496,1.0,0.5515989624192081
A/water diff (ahr - bbr),-0.5752594283407386,-0.5740481976417479,-0.0746752858013382,0.4094125261247121,0.1304906043768841,0.6068089037156363,0.0921557471000668,0.0820734548572727,0.0058023741053025,-0.0011619427262177,-0.0639313673381249,0.2363371102726978,0.3832327927004903,0.0049222134751075,0.9147885205425398,-0.8360153012465691,-0.8204055587259749,0.4260693062545611,0.8409825476053463,0.8125608727797321,0.0514409273320047,0.0509977942518359,0.0174445334324729,0.1322456251381428,-0.6070337427013847,-0.5929977364044996,-0.2752251632102943,0.8759881416681731,0.8477185412434384,-0.2617948429165641,-0.8325438183286191,-0.7687367719344419,-0.5734789114837725,0.0176864693328812,-0.0762066034860373,0.205533701811572,-0.0397498681690245,-0.1337139188141307,0.121623394907945,0.0566131215105284,-0.0365336508039367,0.2563102394696646,-0.8262525825075611,-0.7769176427388504,-0.6413116704687244,-0.8451978410321511,-0.7752029850350015,-0.8143612091991721,-0.8086399951639509,-0.7719089345591938,-0.3144100246070723,0.322589777865073,0.2043953654050665,0.2412566480137822,0.7234876243243634,0.5515989624192081,1.0
